,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
661,2018,-25.4263648421,NY.ADJ.NNTY.KD.ZG,TLS,Timor-Leste,East Asia & Pacific,Lower middle income,Blend
662,2019,51.0447717756,NY.ADJ.NNTY.KD.ZG,TLS,Timor-Leste,East Asia & Pacific,Lower middle income,Blend
663,2020,18.9814805514,NY.ADJ.NNTY.KD.ZG,TLS,Timor-Leste,East Asia & Pacific,Lower middle income,Blend
664,2016,10.9481949248,NY.ADJ.NNTY.KD.ZG,TGO,Togo,Sub-Saharan Africa ,Low income,IDA
665,2017,5.206014017,NY.ADJ.NNTY.KD.ZG,TGO,Togo,Sub-Saharan Africa ,Low income,IDA
666,2018,7.8938459094,NY.ADJ.NNTY.KD.ZG,TGO,Togo,Sub-Saharan Africa ,Low income,IDA
667,2019,5.7489093719,NY.ADJ.NNTY.KD.ZG,TGO,Togo,Sub-Saharan Africa ,Low income,IDA
668,2020,1.8453567144,NY.ADJ.NNTY.KD.ZG,TGO,Togo,Sub-Saharan Africa ,Low income,IDA
669,2017,6.4266459899,NY.ADJ.NNTY.KD.ZG,TON,Tonga,East Asia & Pacific,Upper middle income,IDA
670,2018,0.4333362296,NY.ADJ.NNTY.KD.ZG,TON,Tonga,East Asia & Pacific,Upper middle income,IDA
671,2019,8.1472907996,NY.ADJ.NNTY.KD.ZG,TON,Tonga,East Asia & Pacific,Upper middle income,IDA
672,2020,-5.8172768623,NY.ADJ.NNTY.KD.ZG,TON,Tonga,East Asia & Pacific,Upper middle income,IDA
673,2016,5.4257731164,NY.ADJ.NNTY.KD.ZG,TUN,Tunisia,Middle East & North Africa,Lower middle income,IBRD
674,2017,5.7375604540000005,NY.ADJ.NNTY.KD.ZG,TUN,Tunisia,Middle East & North Africa,Lower middle income,IBRD
675,2018,1.8749209649,NY.ADJ.NNTY.KD.ZG,TUN,Tunisia,Middle East & North Africa,Lower middle income,IBRD
676,2019,1.6644968739000001,NY.ADJ.NNTY.KD.ZG,TUN,Tunisia,Middle East & North Africa,Lower middle income,IBRD
677,2020,-6.2267193782,NY.ADJ.NNTY.KD.ZG,TUN,Tunisia,Middle East & North Africa,Lower middle income,IBRD
678,2016,6.5948017064,NY.ADJ.NNTY.KD.ZG,UGA,Uganda,Sub-Saharan Africa ,Low income,IDA
679,2017,4.3244662006,NY.ADJ.NNTY.KD.ZG,UGA,Uganda,Sub-Saharan Africa ,Low income,IDA
680,2018,15.1588720777,NY.ADJ.NNTY.KD.ZG,UGA,Uganda,Sub-Saharan Africa ,Low income,IDA
681,2019,8.7334431516,NY.ADJ.NNTY.KD.ZG,UGA,Uganda,Sub-Saharan Africa ,Low income,IDA
682,2020,5.5332560058,NY.ADJ.NNTY.KD.ZG,UGA,Uganda,Sub-Saharan Africa ,Low income,IDA
683,2016,-0.3412392523,NY.ADJ.NNTY.KD.ZG,UKR,Ukraine,Europe & Central Asia,Lower middle income,IBRD
684,2017,8.5251428321,NY.ADJ.NNTY.KD.ZG,UKR,Ukraine,Europe & Central Asia,Lower middle income,IBRD
685,2018,3.0554516089,NY.ADJ.NNTY.KD.ZG,UKR,Ukraine,Europe & Central Asia,Lower middle income,IBRD
686,2019,3.7313307705,NY.ADJ.NNTY.KD.ZG,UKR,Ukraine,Europe & Central Asia,Lower middle income,IBRD
687,2020,1.4650838575,NY.ADJ.NNTY.KD.ZG,UKR,Ukraine,Europe & Central Asia,Lower middle income,IBRD
688,2016,1.1862186117,NY.ADJ.NNTY.KD.ZG,ARE,United Arab Emirates,Middle East & North Africa,High income,Not classified
689,2017,8.0851035275,NY.ADJ.NNTY.KD.ZG,ARE,United Arab Emirates,Middle East & North Africa,High income,Not classified
690,2018,-1.392530533,NY.ADJ.NNTY.KD.ZG,ARE,United Arab Emirates,Middle East & North Africa,High income,Not classified
691,2019,-0.00482374,NY.ADJ.NNTY.KD.ZG,ARE,United Arab Emirates,Middle East & North Africa,High income,Not classified
692,2020,-5.967223164,NY.ADJ.NNTY.KD.ZG,ARE,United Arab Emirates,Middle East & North Africa,High income,Not classified
693,2016,1.7834911450000002,NY.ADJ.NNTY.KD.ZG,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
694,2017,2.7773299557,NY.ADJ.NNTY.KD.ZG,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
695,2018,1.3405078895,NY.ADJ.NNTY.KD.ZG,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
696,2016,0.6147946512,NY.ADJ.NNTY.KD.ZG,USA,United States,North America,High income,Not classified
697,2017,2.7813237998,NY.ADJ.NNTY.KD.ZG,USA,United States,North America,High income,Not classified
698,2018,2.3695266816,NY.ADJ.NNTY.KD.ZG,USA,United States,North America,High income,Not classified
699,2019,2.1061801665,NY.ADJ.NNTY.KD.ZG,USA,United States,North America,High income,Not classified
700,2020,-3.8816069083,NY.ADJ.NNTY.KD.ZG,USA,United States,North America,High income,Not classified
701,2016,4.7504465821,NY.ADJ.NNTY.KD.ZG,URY,Uruguay,Latin America & Caribbean ,High income,IBRD
702,2017,0.8480227866000001,NY.ADJ.NNTY.KD.ZG,URY,Uruguay,Latin America & Caribbean ,High income,IBRD
703,2018,-0.4180651999,NY.ADJ.NNTY.KD.ZG,URY,Uruguay,Latin America & Caribbean ,High income,IBRD
704,2019,2.0109342238,NY.ADJ.NNTY.KD.ZG,URY,Uruguay,Latin America & Caribbean ,High income,IBRD
705,2020,-6.8462992326,NY.ADJ.NNTY.KD.ZG,URY,Uruguay,Latin America & Caribbean ,High income,IBRD
706,2016,7.9898132965,NY.ADJ.NNTY.KD.ZG,VUT,Vanuatu,East Asia & Pacific,Lower middle income,IDA
707,2017,4.7059934002,NY.ADJ.NNTY.KD.ZG,VUT,Vanuatu,East Asia & Pacific,Lower middle income,IDA
708,2018,15.50594295,NY.ADJ.NNTY.KD.ZG,VUT,Vanuatu,East Asia & Pacific,Lower middle income,IDA
709,2019,13.3887032086,NY.ADJ.NNTY.KD.ZG,VUT,Vanuatu,East Asia & Pacific,Lower middle income,IDA
710,2016,-0.8974032716,NY.ADJ.NNTY.KD.ZG,ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,Blend
711,2017,3.4718726284,NY.ADJ.NNTY.KD.ZG,ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,Blend
712,2018,-5.3835956756,NY.ADJ.NNTY.KD.ZG,ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,Blend
713,2016,6.742,SP.DYN.CDRT.IN,AFG,Afghanistan,South Asia,Low income,IDA
714,2017,6.575,SP.DYN.CDRT.IN,AFG,Afghanistan,South Asia,Low income,IDA
715,2018,6.423,SP.DYN.CDRT.IN,AFG,Afghanistan,South Asia,Low income,IDA
716,2019,6.285,SP.DYN.CDRT.IN,AFG,Afghanistan,South Asia,Low income,IDA
717,2020,6.157,SP.DYN.CDRT.IN,AFG,Afghanistan,South Asia,Low income,IDA
718,2016,7.534,SP.DYN.CDRT.IN,ALB,Albania,Europe & Central Asia,Upper middle income,IBRD
719,2017,7.714,SP.DYN.CDRT.IN,ALB,Albania,Europe & Central Asia,Upper middle income,IBRD
720,2018,7.898,SP.DYN.CDRT.IN,ALB,Albania,Europe & Central Asia,Upper middle income,IBRD
721,2019,8.082,SP.DYN.CDRT.IN,ALB,Albania,Europe & Central Asia,Upper middle income,IBRD
722,2020,8.263,SP.DYN.CDRT.IN,ALB,Albania,Europe & Central Asia,Upper middle income,IBRD
723,2016,4.717,SP.DYN.CDRT.IN,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
724,2017,4.717,SP.DYN.CDRT.IN,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
725,2018,4.716,SP.DYN.CDRT.IN,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
726,2019,4.716,SP.DYN.CDRT.IN,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
727,2020,4.718,SP.DYN.CDRT.IN,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
728,2017,5.1,SP.DYN.CDRT.IN,ASM,American Samoa,East Asia & Pacific,Upper middle income,Not classified
729,2020,5.6,SP.DYN.CDRT.IN,ASM,American Samoa,East Asia & Pacific,Upper middle income,Not classified
730,2016,4.3,SP.DYN.CDRT.IN,AND,Andorra,Europe & Central Asia,High income,Not classified
731,2018,4.4,SP.DYN.CDRT.IN,AND,Andorra,Europe & Central Asia,High income,Not classified
732,2019,3.9,SP.DYN.CDRT.IN,AND,Andorra,Europe & Central Asia,High income,Not classified
733,2016,8.716,SP.DYN.CDRT.IN,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
734,2017,8.432,SP.DYN.CDRT.IN,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
735,2018,8.19,SP.DYN.CDRT.IN,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
736,2019,7.981,SP.DYN.CDRT.IN,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
737,2020,7.798,SP.DYN.CDRT.IN,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
738,2016,6.27,SP.DYN.CDRT.IN,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
739,2017,6.316,SP.DYN.CDRT.IN,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
740,2018,6.366,SP.DYN.CDRT.IN,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
741,2019,6.422,SP.DYN.CDRT.IN,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
742,2020,6.484,SP.DYN.CDRT.IN,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
743,2016,7.626,SP.DYN.CDRT.IN,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
744,2017,7.616,SP.DYN.CDRT.IN,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
745,2018,7.609,SP.DYN.CDRT.IN,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
746,2019,7.604,SP.DYN.CDRT.IN,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
747,2020,7.602,SP.DYN.CDRT.IN,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
748,2016,9.849,SP.DYN.CDRT.IN,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
749,2017,9.862,SP.DYN.CDRT.IN,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
750,2018,9.857,SP.DYN.CDRT.IN,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
751,2019,9.835,SP.DYN.CDRT.IN,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
752,2020,9.801,SP.DYN.CDRT.IN,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
753,2016,8.765,SP.DYN.CDRT.IN,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
754,2017,8.907,SP.DYN.CDRT.IN,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
755,2018,9.053,SP.DYN.CDRT.IN,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
756,2019,9.205,SP.DYN.CDRT.IN,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
757,2020,9.362,SP.DYN.CDRT.IN,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
758,2016,6.6,SP.DYN.CDRT.IN,AUS,Australia,East Asia & Pacific,High income,Not classified
759,2017,6.5,SP.DYN.CDRT.IN,AUS,Australia,East Asia & Pacific,High income,Not classified
760,2018,6.3,SP.DYN.CDRT.IN,AUS,Australia,East Asia & Pacific,High income,Not classified
761,2019,6.7,SP.DYN.CDRT.IN,AUS,Australia,East Asia & Pacific,High income,Not classified
762,2020,6.3,SP.DYN.CDRT.IN,AUS,Australia,East Asia & Pacific,High income,Not classified
763,2016,9.2,SP.DYN.CDRT.IN,AUT,Austria,Europe & Central Asia,High income,Not classified
764,2017,9.5,SP.DYN.CDRT.IN,AUT,Austria,Europe & Central Asia,High income,Not classified
765,2018,9.5,SP.DYN.CDRT.IN,AUT,Austria,Europe & Central Asia,High income,Not classified
766,2019,9.4,SP.DYN.CDRT.IN,AUT,Austria,Europe & Central Asia,High income,Not classified
767,2020,10.3,SP.DYN.CDRT.IN,AUT,Austria,Europe & Central Asia,High income,Not classified
768,2016,5.8,SP.DYN.CDRT.IN,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
769,2017,5.8,SP.DYN.CDRT.IN,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
770,2018,5.8,SP.DYN.CDRT.IN,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
771,2019,5.6,SP.DYN.CDRT.IN,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
772,2020,7.5,SP.DYN.CDRT.IN,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
773,2016,6.689,SP.DYN.CDRT.IN,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
774,2017,6.72,SP.DYN.CDRT.IN,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
775,2018,6.771,SP.DYN.CDRT.IN,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
776,2019,6.841,SP.DYN.CDRT.IN,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
777,2020,6.93,SP.DYN.CDRT.IN,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
778,2016,2.355,SP.DYN.CDRT.IN,BHR,Bahrain,Middle East & North Africa,High income,Not classified
779,2017,2.368,SP.DYN.CDRT.IN,BHR,Bahrain,Middle East & North Africa,High income,Not classified
780,2018,2.385,SP.DYN.CDRT.IN,BHR,Bahrain,Middle East & North Africa,High income,Not classified
781,2019,2.408,SP.DYN.CDRT.IN,BHR,Bahrain,Middle East & North Africa,High income,Not classified
782,2020,2.439,SP.DYN.CDRT.IN,BHR,Bahrain,Middle East & North Africa,High income,Not classified
783,2016,5.539,SP.DYN.CDRT.IN,BGD,Bangladesh,South Asia,Lower middle income,IDA
784,2017,5.533,SP.DYN.CDRT.IN,BGD,Bangladesh,South Asia,Lower middle income,IDA
785,2018,5.529,SP.DYN.CDRT.IN,BGD,Bangladesh,South Asia,Lower middle income,IDA
786,2019,5.526,SP.DYN.CDRT.IN,BGD,Bangladesh,South Asia,Lower middle income,IDA
787,2020,5.524,SP.DYN.CDRT.IN,BGD,Bangladesh,South Asia,Lower middle income,IDA
788,2016,8.865,SP.DYN.CDRT.IN,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
789,2017,8.936,SP.DYN.CDRT.IN,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
790,2018,9.004,SP.DYN.CDRT.IN,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
791,2019,9.068,SP.DYN.CDRT.IN,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
792,2020,9.131,SP.DYN.CDRT.IN,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
793,2016,12.6,SP.DYN.CDRT.IN,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
794,2017,12.6,SP.DYN.CDRT.IN,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
795,2018,12.7,SP.DYN.CDRT.IN,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
796,2019,12.8,SP.DYN.CDRT.IN,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
797,2020,13.0,SP.DYN.CDRT.IN,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
798,2016,9.5,SP.DYN.CDRT.IN,BEL,Belgium,Europe & Central Asia,High income,Not classified
799,2017,9.6,SP.DYN.CDRT.IN,BEL,Belgium,Europe & Central Asia,High income,Not classified
800,2018,9.7,SP.DYN.CDRT.IN,BEL,Belgium,Europe & Central Asia,High income,Not classified
801,2019,9.5,SP.DYN.CDRT.IN,BEL,Belgium,Europe & Central Asia,High income,Not classified
802,2020,11.0,SP.DYN.CDRT.IN,BEL,Belgium,Europe & Central Asia,High income,Not classified
803,2016,4.65,SP.DYN.CDRT.IN,BLZ,Belize,Latin America & Caribbean ,Upper middle income,IBRD
804,2017,4.681,SP.DYN.CDRT.IN,BLZ,Belize,Latin America & Caribbean ,Upper middle income,IBRD
805,2018,4.716,SP.DYN.CDRT.IN,BLZ,Belize,Latin America & Caribbean ,Upper middle income,IBRD
806,2019,4.756,SP.DYN.CDRT.IN,BLZ,Belize,Latin America & Caribbean ,Upper middle income,IBRD
807,2020,4.797,SP.DYN.CDRT.IN,BLZ,Belize,Latin America & Caribbean ,Upper middle income,IBRD
808,2016,9.18,SP.DYN.CDRT.IN,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
809,2017,9.025,SP.DYN.CDRT.IN,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
810,2018,8.871,SP.DYN.CDRT.IN,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
811,2019,8.718,SP.DYN.CDRT.IN,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
812,2020,8.567,SP.DYN.CDRT.IN,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
813,2016,7.7,SP.DYN.CDRT.IN,BMU,Bermuda,North America,High income,Not classified
814,2017,7.5,SP.DYN.CDRT.IN,BMU,Bermuda,North America,High income,Not classified
815,2018,8.3,SP.DYN.CDRT.IN,BMU,Bermuda,North America,High income,Not classified
816,2019,8.4,SP.DYN.CDRT.IN,BMU,Bermuda,North America,High income,Not classified
817,2020,8.8,SP.DYN.CDRT.IN,BMU,Bermuda,North America,High income,Not classified
818,2016,6.248,SP.DYN.CDRT.IN,BTN,Bhutan,South Asia,Lower middle income,IDA
819,2017,6.243,SP.DYN.CDRT.IN,BTN,Bhutan,South Asia,Lower middle income,IDA
820,2018,6.245,SP.DYN.CDRT.IN,BTN,Bhutan,South Asia,Lower middle income,IDA
821,2019,6.251,SP.DYN.CDRT.IN,BTN,Bhutan,South Asia,Lower middle income,IDA
822,2020,6.261,SP.DYN.CDRT.IN,BTN,Bhutan,South Asia,Lower middle income,IDA
823,2016,6.834,SP.DYN.CDRT.IN,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
824,2017,6.795,SP.DYN.CDRT.IN,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
825,2018,6.772,SP.DYN.CDRT.IN,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
826,2019,6.7620000000000005,SP.DYN.CDRT.IN,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
827,2020,6.7620000000000005,SP.DYN.CDRT.IN,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
828,2016,10.427,SP.DYN.CDRT.IN,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
829,2017,10.563,SP.DYN.CDRT.IN,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
830,2018,10.712,SP.DYN.CDRT.IN,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
831,2019,10.877,SP.DYN.CDRT.IN,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
832,2020,11.054,SP.DYN.CDRT.IN,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
833,2016,6.0,SP.DYN.CDRT.IN,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
834,2017,5.834,SP.DYN.CDRT.IN,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
835,2018,5.742,SP.DYN.CDRT.IN,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
836,2019,5.708,SP.DYN.CDRT.IN,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
837,2020,5.718,SP.DYN.CDRT.IN,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
838,2016,6.311,SP.DYN.CDRT.IN,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
839,2017,6.378,SP.DYN.CDRT.IN,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
840,2018,6.452,SP.DYN.CDRT.IN,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
841,2019,6.531,SP.DYN.CDRT.IN,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
842,2020,6.614,SP.DYN.CDRT.IN,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
843,2016,4.251,SP.DYN.CDRT.IN,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
844,2017,4.345,SP.DYN.CDRT.IN,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
845,2018,4.445,SP.DYN.CDRT.IN,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
846,2019,4.548,SP.DYN.CDRT.IN,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
847,2020,4.656,SP.DYN.CDRT.IN,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
848,2016,15.1,SP.DYN.CDRT.IN,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
849,2017,15.5,SP.DYN.CDRT.IN,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
850,2018,15.4,SP.DYN.CDRT.IN,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
851,2019,15.5,SP.DYN.CDRT.IN,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
852,2020,18.0,SP.DYN.CDRT.IN,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
853,2016,8.571,SP.DYN.CDRT.IN,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
854,2017,8.341,SP.DYN.CDRT.IN,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
855,2018,8.124,SP.DYN.CDRT.IN,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
856,2019,7.914,SP.DYN.CDRT.IN,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
857,2020,7.71,SP.DYN.CDRT.IN,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
858,2016,8.3,SP.DYN.CDRT.IN,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
859,2017,8.106,SP.DYN.CDRT.IN,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
860,2018,7.929,SP.DYN.CDRT.IN,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
861,2019,7.766,SP.DYN.CDRT.IN,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
862,2020,7.611,SP.DYN.CDRT.IN,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
863,2016,5.744,SP.DYN.CDRT.IN,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
864,2017,5.682,SP.DYN.CDRT.IN,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
865,2018,5.625,SP.DYN.CDRT.IN,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
866,2019,5.5760000000000005,SP.DYN.CDRT.IN,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
867,2020,5.536,SP.DYN.CDRT.IN,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
868,2016,6.051,SP.DYN.CDRT.IN,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
869,2017,6.017,SP.DYN.CDRT.IN,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
870,2018,5.997,SP.DYN.CDRT.IN,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
871,2019,5.992,SP.DYN.CDRT.IN,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
872,2020,5.999,SP.DYN.CDRT.IN,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
873,2016,9.762,SP.DYN.CDRT.IN,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
874,2017,9.501,SP.DYN.CDRT.IN,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
875,2018,9.266,SP.DYN.CDRT.IN,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
876,2019,9.059,SP.DYN.CDRT.IN,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
877,2020,8.879,SP.DYN.CDRT.IN,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
878,2016,7.4,SP.DYN.CDRT.IN,CAN,Canada,North America,High income,Not classified
879,2017,7.5,SP.DYN.CDRT.IN,CAN,Canada,North America,High income,Not classified
880,2018,7.7,SP.DYN.CDRT.IN,CAN,Canada,North America,High income,Not classified
881,2019,7.6,SP.DYN.CDRT.IN,CAN,Canada,North America,High income,Not classified
882,2020,8.1,SP.DYN.CDRT.IN,CAN,Canada,North America,High income,Not classified
883,2016,3.1,SP.DYN.CDRT.IN,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified
884,2017,3.4,SP.DYN.CDRT.IN,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified
885,2018,3.3,SP.DYN.CDRT.IN,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified
886,2019,3.8,SP.DYN.CDRT.IN,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified
887,2020,3.3,SP.DYN.CDRT.IN,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified
888,2016,13.119,SP.DYN.CDRT.IN,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
889,2017,12.671,SP.DYN.CDRT.IN,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
890,2018,12.289,SP.DYN.CDRT.IN,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
891,2019,11.974,SP.DYN.CDRT.IN,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
892,2020,11.722,SP.DYN.CDRT.IN,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
893,2016,12.527,SP.DYN.CDRT.IN,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
894,2017,12.309,SP.DYN.CDRT.IN,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
895,2018,12.104,SP.DYN.CDRT.IN,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
896,2019,11.907,SP.DYN.CDRT.IN,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
897,2020,11.715,SP.DYN.CDRT.IN,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
898,2016,7.833,SP.DYN.CDRT.IN,CHI,Channel Islands,Europe & Central Asia,High income,Not classified
899,2017,7.817,SP.DYN.CDRT.IN,CHI,Channel Islands,Europe & Central Asia,High income,Not classified
900,2018,7.814,SP.DYN.CDRT.IN,CHI,Channel Islands,Europe & Central Asia,High income,Not classified
901,2019,7.824,SP.DYN.CDRT.IN,CHI,Channel Islands,Europe & Central Asia,High income,Not classified
902,2020,7.848,SP.DYN.CDRT.IN,CHI,Channel Islands,Europe & Central Asia,High income,Not classified
903,2016,5.993,SP.DYN.CDRT.IN,CHL,Chile,Latin America & Caribbean ,High income,IBRD
904,2017,6.076,SP.DYN.CDRT.IN,CHL,Chile,Latin America & Caribbean ,High income,IBRD
905,2018,6.163,SP.DYN.CDRT.IN,CHL,Chile,Latin America & Caribbean ,High income,IBRD
906,2019,6.254,SP.DYN.CDRT.IN,CHL,Chile,Latin America & Caribbean ,High income,IBRD
907,2020,6.348,SP.DYN.CDRT.IN,CHL,Chile,Latin America & Caribbean ,High income,IBRD
908,2016,7.04,SP.DYN.CDRT.IN,CHN,China,East Asia & Pacific,Upper middle income,IBRD
909,2017,7.06,SP.DYN.CDRT.IN,CHN,China,East Asia & Pacific,Upper middle income,IBRD
